OrderId,OrderStatus,OrderType,IsBusinessOrder,IsReplacementOrder,PurchaseDate,Year,YearMonth,YearQuarter,YearWeek,weekday,LastUpdateDate,LatestShipDate,NumberOfItemsShipped,NumberOfItemsUnshipped,ShipDate,Amount,PostalCode,CountryCode,City,Province,Region
223,Shipped,StandardOrder,0,0,2022-09-23 20:57:18,2022,202209,2022Q3,2022W38,5,2022-09-24 01:35:58,2022-09-23 23:59:59,1,0,2022-09-23 23:59:59,27.99,30032,IT,FIESSO D'ARTICO,VE,VENETO
317,Shipped,StandardOrder,0,0,2022-10-02 13:33:24,2022,202210,2022Q4,2022W39,7,2022-10-03 20:57:34,2022-10-04 23:59:59,1,0,2022-10-04 23:59:59,18.99,66022,IT,FOSSACESIA,CH,ABRUZZI
331,Shipped,StandardOrder,0,0,2022-10-03 17:43:45,2022,202210,2022Q4,2022W40,1,2022-10-04 18:32:01,2022-10-04 23:59:59,2,0,2022-10-04 23:59:59,37.98,10128,IT,TORINO,TO,PIEMONTE
402,Shipped,StandardOrder,0,0,2022-10-08 20:10:50,2022,202210,2022Q4,2022W40,6,2022-10-09 01:37:41,2022-10-08 23:59:59,1,0,2022-10-08 23:59:59,19.99,44123,IT,FERRARA,FE,EMILIA-ROMAGNA
423,Shipped,StandardOrder,0,0,2022-10-09 15:47:16,2022,202210,2022Q4,2022W40,7,2022-10-10 12:36:57,2022-10-09 23:59:59,1,0,2022-10-09 23:59:59,22.98,13100,IT,VERCELLI,VC,PIEMONTE
151,Shipped,StandardOrder,0,0,2022-09-07 21:40:36,2022,202209,2022Q3,2022W36,3,2022-09-08 06:02:11,2022-09-08 23:59:59,1,0,2022-09-08 23:59:59,20.99,22063,IT,CANTÙ,CO,LOMBARDIA
090,Shipped,StandardOrder,0,0,2022-08-22 10:03:39,2022,202208,2022Q3,2022W34,1,2022-08-22 22:36:55,2022-08-23 23:59:59,1,0,2022-08-23 23:59:59,19.99,46034,IT,VIRGILIO,MN,LOMBARDIA
104,Shipped,StandardOrder,1,0,2022-08-24 13:25:16,2022,202208,2022Q3,2022W34,3,2022-08-25 15:31:23,2022-08-24 23:59:59,1,0,2022-08-24 23:59:59,18.98,30021,IT,CAORLE,VE,VENETO
057,Shipped,StandardOrder,0,0,2022-08-15 08:19:05,2022,202208,2022Q3,2022W33,1,2022-08-16 22:03:26,2022-08-16 23:59:59,1,0,2022-08-16 23:59:59,18.99,28047,IT,OLEGGIO,NO,PIEMONTE
158,Shipped,StandardOrder,0,0,2022-09-09 10:50:56,2022,202209,2022Q3,2022W36,5,2022-09-09 19:03:35,2022-09-09 23:59:59,1,0,2022-09-09 23:59:59,34.99,95040,IT,MIRABELLA IMBACCARI,CT,SICILIA
192,Shipped,StandardOrder,0,0,2022-09-17 13:53:33,2022,202209,2022Q3,2022W37,6,2022-09-18 06:11:28,2022-09-17 23:59:59,1,0,2022-09-17 23:59:59,20.99,28047,IT,OLEGGIO,NO,PIEMONTE
085,Shipped,StandardOrder,0,0,2022-08-20 12:30:26,2022,202208,2022Q3,2022W33,6,2022-08-22 04:11:45,2022-08-23 23:59:59,1,0,2022-08-23 23:59:59,20.99,24040,IT,CANONICA D'ADDA,BG,LOMBARDIA
032,Shipped,StandardOrder,0,0,2022-08-10 07:28:35,2022,202208,2022Q3,2022W32,3,2022-08-11 01:20:08,2022-08-11 23:59:59,1,0,2022-08-11 23:59:59,19.99,26854,IT,PIEVE FISSIRAGA,LO,LOMBARDIA
052,Shipped,StandardOrder,0,0,2022-08-13 10:32:06,2022,202208,2022Q3,2022W32,6,2022-08-15 03:36:15,2022-08-14 23:59:59,1,0,2022-08-14 23:59:59,18.99,40013,IT,CASTELMAGGIORE,BO,EMILIA-ROMAGNA
232,Shipped,StandardOrder,0,0,2022-09-25 15:16:00,2022,202209,2022Q3,2022W38,7,2022-09-25 23:09:49,2022-09-26 23:59:59,1,0,2022-09-26 23:59:59,14.99,10142,IT,TORINO,TO,PIEMONTE
022,Shipped,StandardOrder,0,0,2022-08-05 07:55:55,2022,202208,2022Q3,2022W31,5,2022-08-08 22:38:55,2022-08-08 23:59:59,1,0,2022-08-08 23:59:59,39.24,67057,IT,PESCINA,AQ,ABRUZZI
484,Shipped,StandardOrder,0,0,2022-10-10 19:38:35,2022,202210,2022Q4,2022W41,1,2022-10-13 09:31:29,2022-10-11 23:59:59,1,0,2022-10-11 23:59:59,34.99,95129,IT,CATANIA,CT,SICILIA
498,Shipped,StandardOrder,0,0,2022-10-13 18:32:36,2022,202210,2022Q4,2022W41,4,2022-10-14 03:25:18,2022-10-14 23:59:59,1,0,2022-10-14 23:59:59,19.99,20007,IT,CORNAREDO,MI,LOMBARDIA
290,Canceled,StandardOrder,0,0,2022-10-02 10:06:52,2022,202210,2022Q4,2022W39,7,2022-10-02 10:56:14,2022-10-03 23:59:59,0,0,2022-10-03 23:59:59,0.0,NA,NA,NA,NaN,NAN
051,Shipped,StandardOrder,0,0,2022-08-14 12:54:26,2022,202208,2022Q3,2022W32,7,2022-08-14 16:46:11,2022-08-14 23:59:59,1,0,2022-08-14 23:59:59,34.99,00047,IT,MARINO,RM,LAZIO
120,Shipped,StandardOrder,0,0,2022-08-28 12:03:34,2022,202208,2022Q3,2022W34,7,2022-08-28 22:21:24,2022-08-29 23:59:59,1,0,2022-08-29 23:59:59,12.99,85024,IT,LAVELLO,PZ,BASILICATA
447,Shipped,StandardOrder,0,0,2022-10-10 21:46:21,2022,202210,2022Q4,2022W41,1,2022-10-11 15:00:48,2022-10-11 23:59:59,1,0,2022-10-11 23:59:59,19.99,16010,IT,MASONE,GE,LIGURIA
068,Shipped,StandardOrder,0,0,2022-08-17 23:15:45,2022,202208,2022Q3,2022W33,3,2022-08-18 17:04:24,2022-08-18 23:59:59,1,0,2022-08-18 23:59:59,18.99,67063,IT,ORICOLA,AQ,ABRUZZI
309,Shipped,StandardOrder,0,0,2022-10-02 19:09:33,2022,202210,2022Q4,2022W39,7,2022-10-03 11:51:54,2022-10-03 23:59:59,1,0,2022-10-03 23:59:59,18.99,98124,IT,MESSINA,ME,SICILIA
031,Shipped,StandardOrder,0,0,2022-08-10 09:20:24,2022,202208,2022Q3,2022W32,3,2022-08-10 21:58:02,2022-08-10 23:59:59,2,0,2022-08-10 23:59:59,37.98,20093,IT,COLOGNO MONZESE,MI,LOMBARDIA
078,Shipped,StandardOrder,0,0,2022-08-19 12:09:32,2022,202208,2022Q3,2022W33,5,2022-08-20 01:03:58,2022-08-19 23:59:59,1,0,2022-08-19 23:59:59,18.99,28822,IT,CANNOBIO,VB,PIEMONTE
451,Shipped,StandardOrder,0,0,2022-10-10 20:41:40,2022,202210,2022Q4,2022W41,1,2022-10-11 18:28:55,2022-10-11 23:59:59,1,0,2022-10-11 23:59:59,34.99,53100,IT,SIENA,SI,TOSCANA
345,Shipped,StandardOrder,0,0,2022-10-04 11:31:13,2022,202210,2022Q4,2022W40,2,2022-10-05 21:49:57,2022-10-06 23:59:59,3,0,2022-10-06 23:59:59,56.97,20823,IT,LENTATE SUL SEVESO,MB,LOMBARDIA
210,Shipped,StandardOrder,0,0,2022-09-19 13:55:31,2022,202209,2022Q3,2022W38,1,2022-09-20 23:03:38,2022-09-19 23:59:59,1,0,2022-09-19 23:59:59,20.99,98123,IT,MESSINA,ME,SICILIA
261,Shipped,StandardOrder,0,0,2022-09-28 10:08:47,2022,202209,2022Q3,2022W39,3,2022-09-29 05:47:31,2022-09-29 23:59:59,1,0,2022-09-29 23:59:59,19.99,20094,IT,CORSICO,MI,LOMBARDIA
389,Shipped,StandardOrder,1,0,2022-10-01 21:27:19,2022,202210,2022Q4,2022W39,6,2022-10-08 02:32:03,2022-10-02 23:59:59,1,0,2022-10-02 23:59:59,21.66,39100,IT,BOLZANO,BZ,TRENTINO-ALTO ADIGE
448,Shipped,StandardOrder,0,0,2022-10-11 12:49:41,2022,202210,2022Q4,2022W41,2,2022-10-11 16:25:49,2022-10-12 23:59:59,1,0,2022-10-12 23:59:59,19.99,22060,IT,CABIATE,CO,LOMBARDIA
103,Shipped,StandardOrder,0,0,2022-08-24 21:25:59,2022,202208,2022Q3,2022W34,3,2022-08-25 10:24:18,2022-08-25 23:59:59,1,0,2022-08-25 23:59:59,18.99,00135,IT,ROMA,RM,LAZIO
084,Shipped,StandardOrder,0,0,2022-08-19 20:57:04,2022,202208,2022Q3,2022W33,5,2022-08-21 15:08:46,2022-08-20 23:59:59,1,0,2022-08-20 23:59:59,18.99,63900,IT,FERMO,FM,MARCHE
159,Shipped,StandardOrder,0,0,2022-09-10 13:53:30,2022,202209,2022Q3,2022W36,6,2022-09-10 22:43:17,2022-09-11 23:59:59,1,0,2022-09-11 23:59:59,20.99,00153,IT,ROMA,RM,LAZIO
260,Shipped,StandardOrder,0,0,2022-09-28 20:29:38,2022,202209,2022Q3,2022W39,3,2022-09-29 05:36:00,2022-09-29 23:59:59,1,0,2022-09-29 23:59:59,27.99,12061,IT,CARRÙ,CN,PIEMONTE
292,Shipped,StandardOrder,0,0,2022-10-01 23:21:17,2022,202210,2022Q4,2022W39,6,2022-10-02 17:46:18,2022-10-02 23:59:59,1,0,2022-10-02 23:59:59,10.99,93100,IT,CALTANISSETTA,CL,SICILIA
386,Shipped,StandardOrder,0,0,2022-10-07 12:55:49,2022,202210,2022Q4,2022W40,5,2022-10-08 00:33:11,2022-10-07 23:59:59,1,0,2022-10-07 23:59:59,19.99,30015,IT,CHIOGGIA,VE,VENETO
493,Shipped,StandardOrder,0,0,2022-10-13 17:47:59,2022,202210,2022Q4,2022W41,4,2022-10-13 21:34:08,2022-10-13 23:59:59,3,0,2022-10-13 23:59:59,59.97,18034,IT,CERIANA,IM,LIGURIA
012,Shipped,StandardOrder,0,0,2022-08-05 08:16:37,2022,202208,2022Q3,2022W31,5,2022-08-06 01:07:12,2022-08-05 23:59:59,1,0,2022-08-05 23:59:59,19.99,38042,IT,BASELGA DI PINE',TN,TRENTINO-ALTO ADIGE
342,Shipped,StandardOrder,0,0,2022-10-05 09:11:44,2022,202210,2022Q4,2022W40,3,2022-10-05 19:31:57,2022-10-05 23:59:59,1,0,2022-10-05 23:59:59,18.99,41122,IT,MODENA,MO,EMILIA-ROMAGNA
464,Shipped,StandardOrder,0,0,2022-10-11 02:24:53,2022,202210,2022Q4,2022W41,2,2022-10-12 06:17:29,2022-10-12 23:59:59,1,0,2022-10-12 23:59:59,19.99,10125,IT,TORINO,TO,PIEMONTE
087,Shipped,StandardOrder,0,0,2022-08-21 22:05:40,2022,202208,2022Q3,2022W33,7,2022-08-22 17:43:10,2022-08-22 23:59:59,1,0,2022-08-22 23:59:59,18.99,52044,IT,CORTONA,AR,TOSCANA
161,Shipped,StandardOrder,0,0,2022-09-10 13:36:51,2022,202209,2022Q3,2022W36,6,2022-09-11 10:25:44,2022-09-11 23:59:59,1,0,2022-09-11 23:59:59,20.99,57016,IT,ROSIGNANO MARITTIMO,LI,TOSCANA
008,Canceled,StandardOrder,0,0,2022-08-04 14:47:28,2022,202208,2022Q3,2022W31,4,2022-08-04 15:47:18,2022-08-04 23:59:59,0,0,2022-08-04 23:59:59,0.0,NA,NA,NA,NaN,NAN
058,Shipped,StandardOrder,0,0,2022-08-16 01:19:06,2022,202208,2022Q3,2022W33,2,2022-08-16 23:31:23,2022-08-16 19:29:16,2,0,2022-08-16 19:29:16,79.98,16145,IT,GENOVA,GE,LIGURIA
079,Shipped,StandardOrder,0,0,2022-08-19 13:04:52,2022,202208,2022Q3,2022W33,5,2022-08-20 03:26:12,2022-08-20 23:59:59,1,0,2022-08-20 23:59:59,18.99,25084,IT,GARGNANO,BS,LOMBARDIA
415,Shipped,StandardOrder,1,0,2022-10-07 19:36:29,2022,202210,2022Q4,2022W40,5,2022-10-10 02:36:13,2022-10-08 23:59:59,6,0,2022-10-08 23:59:59,113.88,25078,IT,VESTONE,BS,LOMBARDIA
036,Canceled,StandardOrder,0,0,2022-08-11 15:35:13,2022,202208,2022Q3,2022W32,4,2022-08-11 16:03:15,2022-08-12 23:59:59,0,0,2022-08-12 23:59:59,0.0,NA,NA,NA,NaN,NAN
105,Shipped,StandardOrder,1,0,2022-08-24 17:55:35,2022,202208,2022Q3,2022W34,3,2022-08-25 22:30:00,2022-08-25 23:59:59,1,0,2022-08-25 23:59:59,18.98,25080,IT,TIGNALE,BS,LOMBARDIA
354,Shipped,StandardOrder,0,0,2022-10-03 21:22:58,2022,202210,2022Q4,2022W40,1,2022-10-06 10:22:18,2022-10-04 12:45:00,2,0,2022-10-04 12:45:00,37.98,30035,IT,MIRANO,VE,VENETO
131,Shipped,StandardOrder,0,0,2022-08-27 15:25:24,2022,202208,2022Q3,2022W34,6,2022-09-02 17:46:30,2022-09-08 23:59:59,1,0,2022-09-08 23:59:59,18.99,11015,IT,AOSTA,AO,VALLE D'AOSTA
307,Shipped,StandardOrder,0,0,2022-10-02 19:36:18,2022,202210,2022Q4,2022W39,7,2022-10-03 01:55:02,2022-10-03 23:59:59,1,0,2022-10-03 23:59:59,18.99,44121,IT,FERRARA,FE,EMILIA-ROMAGNA
321,Shipped,StandardOrder,0,0,2022-10-03 01:01:06,2022,202210,2022Q4,2022W40,1,2022-10-04 00:21:07,2022-10-03 23:59:59,2,0,2022-10-03 23:59:59,25.98,24068,IT,SERIATE,BG,LOMBARDIA
479,Shipped,StandardOrder,1,0,2022-10-12 17:24:53,2022,202210,2022Q4,2022W41,3,2022-10-12 23:40:22,2022-10-12 23:59:59,1,0,2022-10-12 23:59:59,18.98,61032,IT,FANO,PU,MARCHE
202,Shipped,StandardOrder,0,0,2022-09-19 16:48:09,2022,202209,2022Q3,2022W38,1,2022-09-20 01:59:32,2022-09-19 23:59:59,1,0,2022-09-19 23:59:59,20.99,00141,IT,ROMA,RM,LAZIO
270,Shipped,StandardOrder,0,0,2022-09-29 21:33:28,2022,202209,2022Q3,2022W39,4,2022-09-30 03:14:03,2022-09-30 01:56:39,2,0,2022-09-30 01:56:39,69.98,44011,IT,SANTA MARIA CODIFIUME,FE,EMILIA-ROMAGNA
272,Shipped,StandardOrder,0,0,2022-09-29 10:31:03,2022,202209,2022Q3,2022W39,4,2022-09-30 03:42:04,2022-09-29 23:59:59,1,0,2022-09-29 23:59:59,24.98,20900,IT,MONZA,MB,LOMBARDIA
195,Shipped,StandardOrder,1,0,2022-09-16 14:20:11,2022,202209,2022Q3,2022W37,5,2022-09-18 18:04:54,2022-09-18 23:59:59,1,0,2022-09-18 23:59:59,22.98,30141,IT,VENEZIA,VE,VENETO
264,Shipped,StandardOrder,0,0,2022-09-29 11:37:03,2022,202209,2022Q3,2022W39,4,2022-09-29 19:25:14,2022-09-29 23:59:59,1,0,2022-09-29 23:59:59,20.99,40053,IT,VALSAMOGGIA FRAZ.CASTELLO DI SERRAVALLE,BO,EMILIA-ROMAGNA
418,Shipped,StandardOrder,0,0,2022-10-09 20:21:37,2022,202210,2022Q4,2022W40,7,2022-10-10 03:06:58,2022-10-10 23:59:59,1,0,2022-10-10 23:59:59,18.99,22070,IT,MONTANO LUCINO,CO,LOMBARDIA
187,Shipped,StandardOrder,0,0,2022-09-17 11:02:15,2022,202209,2022Q3,2022W37,6,2022-09-18 00:30:29,2022-09-17 23:59:59,1,0,2022-09-17 23:59:59,20.99,40131,IT,BOLOGNA,BO,EMILIA-ROMAGNA
334,Shipped,StandardOrder,0,0,2022-10-03 23:44:44,2022,202210,2022Q4,2022W40,1,2022-10-04 23:29:28,2022-10-04 23:59:59,1,0,2022-10-04 23:59:59,19.99,16133,IT,GENOVA,GE,LIGURIA
157,Shipped,StandardOrder,0,0,2022-09-08 21:34:20,2022,202209,2022Q3,2022W36,4,2022-09-09 17:19:06,2022-09-11 23:59:59,1,0,2022-09-11 23:59:59,34.99,90024,IT,GANGI,PA,SICILIA
499,Shipped,StandardOrder,0,0,2022-10-13 15:34:32,2022,202210,2022Q4,2022W41,4,2022-10-14 03:29:06,2022-10-14 23:59:59,1,0,2022-10-14 23:59:59,20.99,35014,IT,FONTANIVA,PD,VENETO
108,Shipped,StandardOrder,0,0,2022-08-25 13:53:59,2022,202208,2022Q3,2022W34,4,2022-08-26 17:17:36,2022-08-26 23:59:59,1,0,2022-08-26 23:59:59,18.99,50050,IT,MONTAIONE,FI,TOSCANA
134,Shipped,StandardOrder,0,0,2022-09-02 11:46:57,2022,202209,2022Q3,2022W35,5,2022-09-02 23:55:51,2022-09-03 23:59:59,1,0,2022-09-03 23:59:59,37.99,22100,IT,COMO,CO,LOMBARDIA
476,Shipped,StandardOrder,0,0,2022-10-12 09:38:24,2022,202210,2022Q4,2022W41,3,2022-10-12 19:12:08,2022-10-12 23:59:59,2,0,2022-10-12 23:59:59,41.98,21050,IT,BISUSCHIO,VA,LOMBARDIA
122,Shipped,StandardOrder,0,0,2022-08-28 20:50:05,2022,202208,2022Q3,2022W34,7,2022-08-29 06:04:07,2022-08-29 23:59:59,1,0,2022-08-29 23:59:59,18.99,28863,IT,PONTE,VB,PIEMONTE
388,Shipped,StandardOrder,0,0,2022-10-06 17:36:24,2022,202210,2022Q4,2022W40,4,2022-10-08 02:03:29,2022-10-07 23:59:59,1,0,2022-10-07 23:59:59,10.99,41015,IT,NONANTOLA,MO,EMILIA-ROMAGNA
428,Shipped,StandardOrder,0,0,2022-10-09 17:18:18,2022,202210,2022Q4,2022W40,7,2022-10-10 19:36:35,2022-10-10 23:59:59,1,0,2022-10-10 23:59:59,18.99,61121,IT,PESARO,PU,MARCHE
435,Shipped,StandardOrder,0,0,2022-10-10 18:52:50,2022,202210,2022Q4,2022W41,1,2022-10-10 22:48:57,2022-10-11 23:59:59,1,0,2022-10-11 23:59:59,19.99,37012,IT,BUSSOLENGO,VR,VENETO
170,Shipped,StandardOrder,0,0,2022-09-13 15:44:02,2022,202209,2022Q3,2022W37,2,2022-09-14 10:10:51,2022-09-14 23:59:59,1,0,2022-09-14 23:59:59,17.99,40127,IT,BOLOGNA,BO,EMILIA-ROMAGNA
400,Shipped,StandardOrder,0,0,2022-10-08 15:58:01,2022,202210,2022Q4,2022W40,6,2022-10-09 00:59:41,2022-10-09 23:59:59,1,0,2022-10-09 23:59:59,18.99,25030,IT,ADRO,BS,LOMBARDIA
145,Shipped,StandardOrder,0,0,2022-09-05 08:01:57,2022,202209,2022Q3,2022W36,1,2022-09-05 22:36:36,2022-09-06 23:59:59,1,0,2022-09-06 23:59:59,17.99,37014,IT,SANDRA',VR,VENETO
204,Canceled,StandardOrder,0,0,2022-09-15 16:51:48,2022,202209,2022Q3,2022W37,4,2022-09-20 16:57:13,2022-09-16 23:59:59,0,0,2022-09-16 23:59:59,0.0,NA,NA,NA,NaN,NAN
086,Shipped,StandardOrder,0,0,2022-08-19 13:06:14,2022,202208,2022Q3,2022W33,5,2022-08-22 10:12:55,2022-08-20 23:59:59,1,0,2022-08-20 23:59:59,18.99,25084,IT,GARGNANO,BS,LOMBARDIA
433,Shipped,StandardOrder,0,0,2022-10-08 11:29:15,2022,202210,2022Q4,2022W40,6,2022-10-10 20:13:16,2022-10-09 23:59:59,1,0,2022-10-09 23:59:59,12.99,00012,IT,VILLALBA,RM,LAZIO
324,Shipped,StandardOrder,0,0,2022-10-03 20:27:04,2022,202210,2022Q4,2022W40,1,2022-10-04 02:14:18,2022-10-03 23:59:59,1,0,2022-10-03 23:59:59,18.99,12084,IT,MONDOVI,CN,PIEMONTE
075,Canceled,StandardOrder,0,0,2022-08-19 11:57:22,2022,202208,2022Q3,2022W33,5,2022-08-19 12:56:13,2022-08-21 23:59:59,0,0,2022-08-21 23:59:59,0.0,NA,NA,NA,NaN,NAN
180,Shipped,StandardOrder,0,0,2022-09-16 20:39:27,2022,202209,2022Q3,2022W37,5,2022-09-17 01:50:06,2022-09-16 23:59:59,1,0,2022-09-16 23:59:59,27.99,27100,IT,PAVIA,PV,LOMBARDIA
303,Shipped,StandardOrder,0,0,2022-10-02 15:52:17,2022,202210,2022Q4,2022W39,7,2022-10-02 22:39:45,2022-10-03 23:59:59,1,0,2022-10-03 23:59:59,18.99,06081,IT,ASSISI,PG,UMBRIA
320,Shipped,StandardOrder,0,0,2022-10-03 04:22:47,2022,202210,2022Q4,2022W40,1,2022-10-03 22:31:48,2022-10-03 23:59:59,1,0,2022-10-03 23:59:59,18.99,35014,IT,FONTANIVA,PD,VENETO
375,Canceled,StandardOrder,1,0,2022-10-07 04:10:10,2022,202210,2022Q4,2022W40,5,2022-10-07 04:15:34,2022-10-08 23:59:59,0,0,2022-10-08 23:59:59,0.0,NA,NA,NA,NaN,NAN
178,Shipped,StandardOrder,0,0,2022-09-16 00:57:14,2022,202209,2022Q3,2022W37,5,2022-09-16 19:29:37,2022-09-16 23:59:59,1,0,2022-09-16 23:59:59,27.99,30034,IT,MARANO,VE,VENETO
274,Shipped,StandardOrder,0,0,2022-09-29 22:54:03,2022,202209,2022Q3,2022W39,4,2022-10-01 01:23:28,2022-09-30 23:59:59,1,0,2022-09-30 23:59:59,17.99,20098,IT,SAN GIULIANO MILANESE,MI,LOMBARDIA
276,Shipped,StandardOrder,0,0,2022-09-30 20:39:47,2022,202209,2022Q3,2022W39,5,2022-10-01 02:00:11,2022-09-30 23:59:59,1,0,2022-09-30 23:59:59,19.99,05100,IT,TERNI,TR,UMBRIA
310,Shipped,StandardOrder,0,0,2022-10-02 17:59:30,2022,202210,2022Q4,2022W39,7,2022-10-03 13:50:00,2022-10-03 23:59:59,1,0,2022-10-03 23:59:59,19.99,71043,IT,MANFREDONIA,FG,PUGLIA
410,Shipped,StandardOrder,0,0,2022-10-09 14:53:14,2022,202210,2022Q4,2022W40,7,2022-10-09 18:59:49,2022-10-09 23:59:59,1,0,2022-10-09 23:59:59,19.99,50126,IT,FIRENZE,FI,TOSCANA
248,Shipped,StandardOrder,1,0,2022-09-27 13:28:49,2022,202209,2022Q3,2022W39,2,2022-09-28 03:37:41,2022-09-27 23:59:59,1,0,2022-09-27 23:59:59,17.98,24060,IT,BAGNATICA,BG,LOMBARDIA
293,Shipped,StandardOrder,0,0,2022-10-01 23:12:01,2022,202210,2022Q4,2022W39,6,2022-10-02 17:46:24,2022-10-02 23:59:59,1,0,2022-10-02 23:59:59,12.99,93100,IT,CALTANISSETTA,CL,SICILIA
323,Shipped,StandardOrder,0,0,2022-10-03 17:05:57,2022,202210,2022Q4,2022W40,1,2022-10-04 01:33:53,2022-10-03 23:59:59,1,0,2022-10-03 23:59:59,18.99,74121,IT,TARANTO,TA,PUGLIA
401,Canceled,StandardOrder,0,0,2022-10-09 00:00:27,2022,202210,2022Q4,2022W40,7,2022-10-09 01:29:01,2022-10-09 23:59:59,0,0,2022-10-09 23:59:59,0.0,NA,NA,NA,NaN,NAN
241,Shipped,StandardOrder,0,0,2022-09-27 10:34:41,2022,202209,2022Q3,2022W39,2,2022-09-27 21:36:19,2022-09-28 23:59:59,1,0,2022-09-28 23:59:59,20.99,37057,IT,SAN GIOVANNI LUPATOTO,VR,VENETO
083,Canceled,StandardOrder,0,0,2022-08-20 11:12:58,2022,202208,2022Q3,2022W33,6,2022-08-21 11:54:19,2022-09-02 23:59:59,0,0,2022-09-02 23:59:59,0.0,NA,NA,NA,NaN,NAN
409,Shipped,StandardOrder,0,0,2022-10-09 13:42:30,2022,202210,2022Q4,2022W40,7,2022-10-09 18:23:47,2022-10-09 23:59:59,1,0,2022-10-09 23:59:59,22.98,73030,IT,LUCUGNANO,LE,PUGLIA
304,Shipped,StandardOrder,0,0,2022-10-01 11:31:39,2022,202210,2022Q4,2022W39,6,2022-10-02 23:00:53,2022-10-03 23:59:59,1,0,2022-10-03 23:59:59,18.99,30020,IT,QUARTO D'ALTINO,VE,VENETO
171,Shipped,StandardOrder,0,0,2022-09-14 09:54:11,2022,202209,2022Q3,2022W37,3,2022-09-14 17:42:54,2022-09-14 23:59:59,1,0,2022-09-14 23:59:59,17.99,56028,IT,SAN MINIATO,PI,TOSCANA
039,Shipped,StandardOrder,0,0,2022-08-11 21:08:46,2022,202208,2022Q3,2022W32,4,2022-08-11 23:33:34,2022-08-11 23:59:59,1,0,2022-08-11 23:59:59,18.99,39055,IT,PINETA DI LAIVES,BZ,TRENTINO-ALTO ADIGE
220,Shipped,StandardOrder,0,0,2022-09-22 18:02:10,2022,202209,2022Q3,2022W38,4,2022-09-22 22:31:40,2022-09-22 23:59:59,1,0,2022-09-22 23:59:59,17.99,28043,IT,BELLINZAGO NOVARESE,NO,PIEMONTE
391,Shipped,StandardOrder,0,0,2022-10-08 12:12:47,2022,202210,2022Q4,2022W40,6,2022-10-08 17:37:43,2022-10-08 23:59:59,1,0,2022-10-08 23:59:59,19.99,94100,IT,ENNA,EN,SICILIA
