OrderId,OrderStatus,OrderType,IsBusinessOrder,IsReplacementOrder,PurchaseDate,Year,YearMonth,YearQuarter,YearWeek,weekday,LastUpdateDate,LatestShipDate,NumberOfItemsShipped,NumberOfItemsUnshipped,ShipDate,Amount,PostalCode,CountryCode,City,Province,Region
003,Shipped,StandardOrder,0,0,2022-07-31 21:42:50,2022,202207,2022Q3,2022W30,7,2022-08-02 14:04:39,2022-08-01 23:59:59,1,0,2022-08-01 23:59:59,17.99,32020,IT,VALLADA AGORDINA,BL,VENETO
336,Shipped,StandardOrder,0,0,2022-10-03 09:47:26,2022,202210,2022Q4,2022W40,1,2022-10-05 00:53:27,2022-10-04 23:59:59,1,0,2022-10-04 23:59:59,18.99,30027,IT,SAN DONÀ DI PIAVE,VE,VENETO
496,Shipped,StandardOrder,0,0,2022-10-13 20:39:02,2022,202210,2022Q4,2022W41,4,2022-10-14 02:17:06,2022-10-14 23:59:59,1,0,2022-10-14 23:59:59,19.99,43039,IT,SALSOMAGGIORE TERME,PR,EMILIA-ROMAGNA
088,Shipped,StandardOrder,0,0,2022-08-21 21:06:59,2022,202208,2022Q3,2022W33,7,2022-08-22 19:01:19,2022-08-22 23:59:59,1,0,2022-08-22 23:59:59,18.99,40129,IT,BOLOGNA,BO,EMILIA-ROMAGNA
238,Shipped,StandardOrder,0,0,2022-09-27 10:29:44,2022,202209,2022Q3,2022W39,2,2022-09-27 17:02:50,2022-09-28 23:59:59,1,0,2022-09-28 23:59:59,20.99,37066,IT,CASELLE DI SOMMACAMPAGNA,VR,VENETO
280,Shipped,StandardOrder,0,0,2022-09-30 18:06:03,2022,202209,2022Q3,2022W39,5,2022-10-01 03:22:13,2022-10-01 23:59:59,1,0,2022-10-01 23:59:59,18.99,98039,IT,TAORMINA,ME,SICILIA
284,Shipped,StandardOrder,0,0,2022-10-01 08:33:40,2022,202210,2022Q4,2022W39,6,2022-10-01 22:20:46,2022-10-01 23:59:59,1,0,2022-10-01 23:59:59,18.99,36025,IT,NOVENTA VICENTINA,VI,VENETO
378,Shipped,StandardOrder,0,0,2022-10-06 18:11:37,2022,202210,2022Q4,2022W40,4,2022-10-07 14:02:55,2022-10-07 23:59:59,2,0,2022-10-07 23:59:59,37.98,10128,IT,TORINO,TO,PIEMONTE
252,Shipped,StandardOrder,0,0,2022-09-28 10:44:47,2022,202209,2022Q3,2022W39,3,2022-09-28 18:27:46,2022-09-28 23:59:59,1,0,2022-09-28 23:59:59,20.99,57016,IT,ROSIGNANO MARITTIMO,LI,TOSCANA
414,Shipped,StandardOrder,0,0,2022-10-08 13:05:53,2022,202210,2022Q4,2022W40,6,2022-10-10 01:16:20,2022-10-09 23:59:59,1,0,2022-10-09 23:59:59,18.99,20128,IT,MILANO,MI,LOMBARDIA
001,Shipped,StandardOrder,0,0,2022-08-01 15:16:17,2022,202208,2022Q3,2022W31,1,2022-08-02 07:12:12,2022-08-02 23:59:59,1,0,2022-08-02 23:59:59,17.99,20121,IT,MILANO,MI,LOMBARDIA
089,Shipped,StandardOrder,0,0,2022-08-22 12:18:03,2022,202208,2022Q3,2022W34,1,2022-08-22 21:53:08,2022-08-22 23:59:59,1,0,2022-08-22 23:59:59,19.99,47921,IT,RIMINI,RN,EMILIA-ROMAGNA
255,Shipped,StandardOrder,0,0,2022-09-28 13:02:48,2022,202209,2022Q3,2022W39,3,2022-09-29 01:45:53,2022-09-28 23:59:59,1,0,2022-09-28 23:59:59,27.99,23891,IT,BARZANO',LC,LOMBARDIA
470,Shipped,StandardOrder,0,0,2022-10-11 20:54:08,2022,202210,2022Q4,2022W41,2,2022-10-12 17:12:28,2022-10-12 23:59:59,1,0,2022-10-12 23:59:59,19.99,31040,IT,SEGUSINO,TV,VENETO
271,Shipped,StandardOrder,0,0,2022-09-29 20:02:38,2022,202209,2022Q3,2022W39,4,2022-09-30 03:25:13,2022-09-30 23:59:59,1,0,2022-09-30 23:59:59,20.99,10023,IT,CHIERI,TO,PIEMONTE
392,Shipped,StandardOrder,0,0,2022-10-08 10:36:07,2022,202210,2022Q4,2022W40,6,2022-10-08 17:53:51,2022-10-08 23:59:59,1,0,2022-10-08 23:59:59,19.99,00128,IT,ROMA,RM,LAZIO
229,Shipped,StandardOrder,0,0,2022-09-25 15:46:40,2022,202209,2022Q3,2022W38,7,2022-09-25 21:22:00,2022-09-25 23:59:59,1,0,2022-09-25 23:59:59,27.99,13030,IT,RIVE,VC,PIEMONTE
014,Shipped,StandardOrder,0,0,2022-08-06 17:45:15,2022,202208,2022Q3,2022W31,6,2022-08-07 02:54:56,2022-08-07 23:59:59,1,0,2022-08-07 23:59:59,18.99,00182,IT,ROMA,RM,LAZIO
092,Shipped,StandardOrder,0,0,2022-08-23 09:39:27,2022,202208,2022Q3,2022W34,2,2022-08-23 19:36:18,2022-08-23 23:59:59,1,0,2022-08-23 23:59:59,18.99,30035,IT,CAMPOCROCE DI MIRANO,VE,VENETO
093,Shipped,StandardOrder,0,0,2022-08-23 17:13:28,2022,202208,2022Q3,2022W34,2,2022-08-23 21:46:17,2022-08-23 23:59:59,1,0,2022-08-23 23:59:59,17.99,16154,IT,GENOVA,GE,LIGURIA
305,Shipped,StandardOrder,0,0,2022-10-02 20:37:29,2022,202210,2022Q4,2022W39,7,2022-10-02 23:32:12,2022-10-02 23:59:59,1,0,2022-10-02 23:59:59,19.99,16133,IT,GENOVA,GE,LIGURIA
440,Shipped,StandardOrder,0,0,2022-10-10 13:50:29,2022,202210,2022Q4,2022W41,1,2022-10-11 00:29:26,2022-10-10 23:59:59,2,0,2022-10-10 23:59:59,39.98,30173,IT,DESE,VE,VENETO
491,Shipped,StandardOrder,0,0,2022-10-12 21:49:59,2022,202210,2022Q4,2022W41,3,2022-10-13 21:01:23,2022-10-13 23:59:59,1,0,2022-10-13 23:59:59,12.99,21100,IT,VARESE,VA,LOMBARDIA
348,Shipped,StandardOrder,0,0,2022-10-05 12:16:08,2022,202210,2022Q4,2022W40,3,2022-10-05 22:32:16,2022-10-06 23:59:59,1,0,2022-10-06 23:59:59,18.99,65015,IT,MONTESILVANO,PE,ABRUZZI
065,Shipped,StandardOrder,0,0,2022-08-17 09:56:10,2022,202208,2022Q3,2022W33,3,2022-08-17 20:57:54,2022-08-18 23:59:59,1,0,2022-08-18 23:59:59,23.98,21019,IT,SOMMA LOMBARDO,VA,LOMBARDIA
214,Shipped,StandardOrder,0,0,2022-09-20 16:40:43,2022,202209,2022Q3,2022W38,2,2022-09-21 03:26:02,2022-09-21 23:59:59,1,0,2022-09-21 23:59:59,10.99,00135,IT,ROMA,RM,LAZIO
230,Shipped,StandardOrder,0,0,2022-09-25 13:15:42,2022,202209,2022Q3,2022W38,7,2022-09-25 22:05:39,2022-09-26 23:59:59,1,0,2022-09-26 23:59:59,20.99,20900,IT,MONZA,MB,LOMBARDIA
027,Shipped,StandardOrder,0,0,2022-08-09 14:33:00,2022,202208,2022Q3,2022W32,2,2022-08-10 01:29:49,2022-08-09 23:59:59,2,0,2022-08-09 23:59:59,37.98,20094,IT,CORSICO,MI,LOMBARDIA
133,Shipped,StandardOrder,0,0,2022-08-26 21:55:04,2022,202208,2022Q3,2022W34,5,2022-09-02 23:33:04,2022-09-02 23:59:59,1,0,2022-09-02 23:59:59,18.99,31038,IT,PAESE,TV,VENETO
137,Canceled,StandardOrder,0,0,2022-08-30 19:23:48,2022,202208,2022Q3,2022W35,2,2022-09-04 19:39:06,2022-09-09 23:59:59,0,0,2022-09-09 23:59:59,0.0,NA,NA,NA,NaN,NAN
165,Shipped,StandardOrder,0,0,2022-09-12 08:43:23,2022,202209,2022Q3,2022W37,1,2022-09-12 21:16:46,2022-09-13 23:59:59,1,0,2022-09-13 23:59:59,27.99,15060,IT,SILVANO D'ORBA,AL,PIEMONTE
076,Shipped,StandardOrder,0,0,2022-08-18 14:44:48,2022,202208,2022Q3,2022W33,4,2022-08-19 13:27:51,2022-08-19 23:59:59,1,0,2022-08-19 23:59:59,18.99,66010,IT,LAMA DEI PELIGNI,CH,ABRUZZI
194,Shipped,StandardOrder,0,0,2022-09-16 18:15:39,2022,202209,2022Q3,2022W37,5,2022-09-18 17:16:03,2022-09-17 23:59:59,2,0,2022-09-17 23:59:59,55.98,53025,IT,PIANCASTAGNAIO,SI,TOSCANA
312,Shipped,StandardOrder,0,0,2022-10-02 07:11:30,2022,202210,2022Q4,2022W39,7,2022-10-03 16:44:13,2022-10-03 23:59:59,1,0,2022-10-03 23:59:59,19.99,00122,IT,ROMA,RM,LAZIO
112,Shipped,StandardOrder,0,0,2022-08-26 21:31:58,2022,202208,2022Q3,2022W34,5,2022-08-27 19:29:17,2022-08-27 23:59:59,1,0,2022-08-27 23:59:59,17.99,41124,IT,MODENA,MO,EMILIA-ROMAGNA
045,Shipped,StandardOrder,0,0,2022-08-12 16:50:20,2022,202208,2022Q3,2022W32,5,2022-08-12 21:02:03,2022-08-14 23:59:59,1,0,2022-08-14 23:59:59,18.99,08100,IT,NUORO,NU,SARDEGNA
189,Shipped,StandardOrder,0,0,2022-09-17 17:23:47,2022,202209,2022Q3,2022W37,6,2022-09-18 00:37:03,2022-09-17 23:59:59,1,0,2022-09-17 23:59:59,20.99,56029,IT,STAFFOLI,PI,TOSCANA
062,Shipped,StandardOrder,0,0,2022-08-15 23:52:48,2022,202208,2022Q3,2022W33,1,2022-08-17 03:21:25,2022-08-16 23:59:59,1,0,2022-08-16 23:59:59,23.98,25088,IT,TOSCOLANO MADERNO,BS,LOMBARDIA
385,Shipped,StandardOrder,0,0,2022-10-07 20:00:35,2022,202210,2022Q4,2022W40,5,2022-10-07 23:18:53,2022-10-07 23:59:59,1,0,2022-10-07 23:59:59,18.99,20134,IT,MILANO,MI,LOMBARDIA
013,Shipped,StandardOrder,0,0,2022-08-06 08:04:24,2022,202208,2022Q3,2022W31,6,2022-08-06 19:07:27,2022-08-06 23:59:59,1,0,2022-08-06 23:59:59,18.99,40053,IT,BAZZANO,BO,EMILIA-ROMAGNA
038,Shipped,StandardOrder,0,0,2022-08-10 21:40:22,2022,202208,2022Q3,2022W32,3,2022-08-11 21:32:56,2022-08-11 23:59:59,1,0,2022-08-11 23:59:59,18.99,12030,IT,SANFRONT,CN,PIEMONTE
281,Shipped,StandardOrder,1,0,2022-09-30 19:42:42,2022,202209,2022Q3,2022W39,5,2022-10-01 17:08:45,2022-10-01 23:59:59,1,0,2022-10-01 23:59:59,22.97,00128,IT,ROMA,RM,LAZIO
034,Canceled,StandardOrder,0,0,2022-08-10 22:50:09,2022,202208,2022Q3,2022W32,3,2022-08-11 07:38:20,2022-08-11 23:59:59,0,0,2022-08-11 23:59:59,0.0,NA,NA,NA,NaN,NAN
208,Shipped,StandardOrder,0,0,2022-09-20 10:54:08,2022,202209,2022Q3,2022W38,2,2022-09-20 21:48:49,2022-09-20 23:59:59,1,0,2022-09-20 23:59:59,17.99,20123,IT,MILANO,MI,LOMBARDIA
024,Shipped,StandardOrder,0,0,2022-08-08 23:01:36,2022,202208,2022Q3,2022W32,1,2022-08-09 17:45:57,2022-08-09 23:59:59,3,0,2022-08-09 23:59:59,45.58,50036,IT,VAGLIA,FI,TOSCANA
217,Shipped,StandardOrder,0,0,2022-09-21 12:20:36,2022,202209,2022Q3,2022W38,3,2022-09-22 00:39:13,2022-09-21 23:59:59,1,0,2022-09-21 23:59:59,27.99,30020,IT,QUARTO D'ALTINO,VE,VENETO
379,Shipped,StandardOrder,0,0,2022-10-06 14:56:34,2022,202210,2022Q4,2022W40,4,2022-10-07 17:38:11,2022-10-07 23:59:59,2,0,2022-10-07 23:59:59,37.98,26010,IT,ROBECCO D'OGLIO,CR,LOMBARDIA
446,Shipped,StandardOrder,0,0,2022-10-09 20:38:57,2022,202210,2022Q4,2022W40,7,2022-10-11 06:35:59,2022-10-10 23:59:59,1,0,2022-10-10 23:59:59,15.57,47894,IT,CHIESANUOVA DI REPUBBLICA DI SAN MARINO,NaN,NAN
049,Shipped,StandardOrder,0,0,2022-08-11 21:27:21,2022,202208,2022Q3,2022W32,4,2022-08-13 18:48:34,2022-08-13 23:59:59,1,0,2022-08-13 23:59:59,34.99,21030,IT,ORINO,VA,LOMBARDIA
037,Shipped,StandardOrder,0,0,2022-08-10 18:22:37,2022,202208,2022Q3,2022W32,3,2022-08-11 17:38:21,2022-08-11 23:59:59,1,0,2022-08-11 23:59:59,18.99,47922,IT,RIMINI,RN,EMILIA-ROMAGNA
338,Shipped,StandardOrder,0,0,2022-10-04 20:17:58,2022,202210,2022Q4,2022W40,2,2022-10-05 17:23:30,2022-10-05 23:59:59,1,0,2022-10-05 23:59:59,18.99,20011,IT,CORBETTA,MI,LOMBARDIA
347,Shipped,StandardOrder,0,0,2022-10-05 08:15:19,2022,202210,2022Q4,2022W40,3,2022-10-05 22:31:51,2022-10-06 23:59:59,1,0,2022-10-06 23:59:59,18.99,06081,IT,ASSISI,PG,UMBRIA
147,Shipped,StandardOrder,1,0,2022-09-06 14:22:58,2022,202209,2022Q3,2022W36,2,2022-09-07 00:31:53,2022-09-07 23:59:59,1,0,2022-09-07 23:59:59,18.98,00121,IT,ROMA,RM,LAZIO
332,Shipped,StandardOrder,0,0,2022-10-03 19:22:46,2022,202210,2022Q4,2022W40,1,2022-10-04 21:22:00,2022-10-04 23:59:59,1,0,2022-10-04 23:59:59,18.99,41126,IT,MODENA,MO,EMILIA-ROMAGNA
115,Shipped,StandardOrder,0,0,2022-08-27 21:02:16,2022,202208,2022Q3,2022W34,6,2022-08-28 03:01:33,2022-08-28 23:59:59,1,0,2022-08-28 23:59:59,19.99,46047,IT,SANT’ANTONIO DI PORTO MANTOVANO,MN,LOMBARDIA
175,Shipped,StandardOrder,0,0,2022-09-11 10:22:25,2022,202209,2022Q3,2022W36,7,2022-09-16 03:19:21,2022-09-19 23:59:59,2,0,2022-09-19 23:59:59,41.98,51100,IT,PISTOIA,PT,TOSCANA
207,Shipped,StandardOrder,0,0,2022-09-19 17:19:40,2022,202209,2022Q3,2022W38,1,2022-09-20 18:58:51,2022-09-20 23:59:59,1,0,2022-09-20 23:59:59,34.99,89900,IT,VIBO MARINA,VV,CALABRIA
420,Shipped,StandardOrder,0,0,2022-10-09 21:16:56,2022,202210,2022Q4,2022W40,7,2022-10-10 06:05:32,2022-10-10 23:59:59,2,0,2022-10-10 23:59:59,37.98,20036,IT,DAIRAGO,MI,LOMBARDIA
164,Shipped,StandardOrder,0,0,2022-09-11 21:07:38,2022,202209,2022Q3,2022W36,7,2022-09-12 13:14:47,2022-09-12 23:59:59,1,0,2022-09-12 23:59:59,27.99,20841,IT,CARATE BRIANZA,MB,LOMBARDIA
277,Shipped,StandardOrder,0,0,2022-09-30 19:15:40,2022,202209,2022Q3,2022W39,5,2022-10-01 02:36:27,2022-09-30 23:59:59,1,0,2022-09-30 23:59:59,18.99,21021,IT,ANGERA,VA,LOMBARDIA
380,Shipped,StandardOrder,0,0,2022-10-07 08:48:14,2022,202210,2022Q4,2022W40,5,2022-10-07 22:06:29,2022-10-08 23:59:59,1,0,2022-10-08 23:59:59,18.99,00054,IT,FIUMICINO,RM,LAZIO
100,Shipped,StandardOrder,0,0,2022-08-24 08:43:08,2022,202208,2022Q3,2022W34,3,2022-08-24 21:16:05,2022-08-24 23:59:59,1,0,2022-08-24 23:59:59,18.99,44034,IT,COPPARO,FE,EMILIA-ROMAGNA
114,Shipped,StandardOrder,0,0,2022-08-27 14:20:09,2022,202208,2022Q3,2022W34,6,2022-08-28 01:00:26,2022-08-27 23:59:59,1,0,2022-08-27 23:59:59,18.99,27010,IT,LINAROLO,PV,LOMBARDIA
239,Shipped,StandardOrder,0,0,2022-09-27 14:28:26,2022,202209,2022Q3,2022W39,2,2022-09-27 18:40:08,2022-09-27 23:59:59,1,0,2022-09-27 23:59:59,20.99,70056,IT,MOLFETTA,BA,PUGLIA
275,Shipped,StandardOrder,0,0,2022-09-30 19:05:32,2022,202209,2022Q3,2022W39,5,2022-10-01 01:44:50,2022-09-30 23:59:59,1,0,2022-09-30 23:59:59,17.99,20010,IT,INVERUNO,MI,LOMBARDIA
474,Shipped,StandardOrder,0,0,2022-10-11 23:17:51,2022,202210,2022Q4,2022W41,2,2022-10-12 18:46:28,2022-10-12 23:59:59,2,0,2022-10-12 23:59:59,39.98,31030,IT,BREDA DI PIAVE,TV,VENETO
245,Shipped,StandardOrder,0,0,2022-09-27 18:14:54,2022,202209,2022Q3,2022W39,2,2022-09-28 01:22:06,2022-09-27 23:59:59,1,0,2022-09-27 23:59:59,34.99,20812,IT,LIMBIATE,MB,LOMBARDIA
421,Shipped,StandardOrder,1,0,2022-10-08 12:39:19,2022,202210,2022Q4,2022W40,6,2022-10-10 06:34:28,2022-10-09 23:59:59,1,0,2022-10-09 23:59:59,32.47,57025,IT,PIOMBINO,LI,TOSCANA
443,Shipped,StandardOrder,0,0,2022-10-10 08:49:15,2022,202210,2022Q4,2022W41,1,2022-10-11 02:55:52,2022-10-11 23:59:59,1,0,2022-10-11 23:59:59,19.99,25128,IT,BRESCIA,BS,LOMBARDIA
463,Shipped,StandardOrder,0,0,2022-10-11 09:03:31,2022,202210,2022Q4,2022W41,2,2022-10-12 03:35:35,2022-10-11 23:59:59,1,0,2022-10-11 23:59:59,19.99,25128,IT,BRESCIA,BS,LOMBARDIA
494,Shipped,StandardOrder,0,0,2022-10-12 20:55:49,2022,202210,2022Q4,2022W41,3,2022-10-13 22:17:48,2022-10-13 23:59:59,1,0,2022-10-13 23:59:59,19.99,38123,IT,TRENTO,TN,TRENTINO-ALTO ADIGE
295,Shipped,StandardOrder,0,0,2022-10-02 14:12:00,2022,202210,2022Q4,2022W39,7,2022-10-02 20:02:26,2022-10-02 23:59:59,1,0,2022-10-02 23:59:59,19.99,33053,IT,LATISANA,UD,FRIULI-VENEZIA GIULIA
444,Shipped,StandardOrder,0,0,2022-10-10 15:19:11,2022,202210,2022Q4,2022W41,1,2022-10-11 03:20:58,2022-10-10 23:59:59,1,0,2022-10-10 23:59:59,19.99,21013,IT,GALLARATE,VA,LOMBARDIA
465,Shipped,StandardOrder,0,0,2022-10-11 10:57:13,2022,202210,2022Q4,2022W41,2,2022-10-12 11:12:05,2022-10-12 23:59:59,1,0,2022-10-12 23:59:59,19.99,00152,IT,ROMA,RM,LAZIO
483,Shipped,StandardOrder,0,0,2022-10-12 09:10:48,2022,202210,2022Q4,2022W41,3,2022-10-13 04:51:48,2022-10-12 23:59:59,2,0,2022-10-12 23:59:59,64.98,37059,IT,ZEVIO,VR,VENETO
116,Canceled,StandardOrder,0,0,2022-08-27 23:26:51,2022,202208,2022Q3,2022W34,6,2022-08-28 08:53:38,2022-09-08 23:59:59,0,0,2022-09-08 23:59:59,0.0,NA,NA,NA,NaN,NAN
359,Shipped,StandardOrder,0,0,2022-10-06 17:45:52,2022,202210,2022Q4,2022W40,4,2022-10-06 21:31:57,2022-10-06 23:59:59,1,0,2022-10-06 23:59:59,18.99,33030,IT,COSEANO,UD,FRIULI-VENEZIA GIULIA
221,Shipped,StandardOrder,0,0,2022-09-23 12:52:29,2022,202209,2022Q3,2022W38,5,2022-09-23 19:26:06,2022-09-24 23:59:59,1,0,2022-09-24 23:59:59,34.99,44011,IT,SANTA MARIA CODIFIUME,FE,EMILIA-ROMAGNA
367,Shipped,StandardOrder,0,0,2022-10-05 22:56:50,2022,202210,2022Q4,2022W40,3,2022-10-07 00:06:32,2022-10-06 23:59:59,1,0,2022-10-06 23:59:59,18.99,95127,IT,CATANIA,CT,SICILIA
176,Shipped,StandardOrder,0,0,2022-09-15 22:37:33,2022,202209,2022Q3,2022W37,4,2022-09-16 17:23:46,2022-09-16 23:59:59,2,0,2022-09-16 23:59:59,39.98,70042,IT,MOLA DI BARI,BA,PUGLIA
143,Shipped,StandardOrder,0,0,2022-09-04 20:16:24,2022,202209,2022Q3,2022W35,7,2022-09-05 19:07:13,2022-09-05 23:59:59,2,0,2022-09-05 23:59:59,41.98,40131,IT,BOLOGNA,BO,EMILIA-ROMAGNA
073,Shipped,StandardOrder,0,0,2022-08-18 19:09:02,2022,202208,2022Q3,2022W33,4,2022-08-19 01:02:34,2022-08-18 23:59:59,2,0,2022-08-18 23:59:59,39.98,38060,IT,VOLANO,TN,TRENTINO-ALTO ADIGE
026,Shipped,StandardOrder,0,0,2022-08-09 16:32:17,2022,202208,2022Q3,2022W32,2,2022-08-09 21:41:23,2022-08-09 23:59:59,1,0,2022-08-09 23:59:59,18.99,23037,IT,TIRANO,SO,LOMBARDIA
113,Shipped,StandardOrder,0,0,2022-08-27 18:31:20,2022,202208,2022Q3,2022W34,6,2022-08-27 23:27:28,2022-08-28 23:59:59,1,0,2022-08-28 23:59:59,18.99,40050,IT,MONTERENZIO,BO,EMILIA-ROMAGNA
203,Shipped,StandardOrder,0,0,2022-09-19 08:15:13,2022,202209,2022Q3,2022W38,1,2022-09-20 03:33:55,2022-09-20 23:59:59,1,0,2022-09-20 23:59:59,14.99,16157,IT,GENOVA,GE,LIGURIA
341,Shipped,StandardOrder,0,0,2022-10-03 21:13:06,2022,202210,2022Q4,2022W40,1,2022-10-05 19:28:22,2022-10-04 23:59:59,1,0,2022-10-04 23:59:59,18.99,20054,IT,SEGRATE,MI,LOMBARDIA
387,Shipped,StandardOrder,0,0,2022-10-06 22:48:05,2022,202210,2022Q4,2022W40,4,2022-10-08 01:36:42,2022-10-07 23:59:59,2,0,2022-10-07 23:59:59,37.98,20853,IT,BIASSONO,MB,LOMBARDIA
300,Shipped,StandardOrder,0,0,2022-10-02 18:19:51,2022,202210,2022Q4,2022W39,7,2022-10-02 22:07:42,2022-10-02 23:59:59,1,0,2022-10-02 23:59:59,18.99,23842,IT,BOSISIO PARINI,LC,LOMBARDIA
343,Shipped,StandardOrder,0,0,2022-10-05 14:41:40,2022,202210,2022Q4,2022W40,3,2022-10-05 19:40:03,2022-10-05 23:59:59,1,0,2022-10-05 23:59:59,18.99,34072,IT,GRADISCA D'ISONZO,GO,FRIULI-VENEZIA GIULIA
405,Shipped,StandardOrder,0,0,2022-10-08 18:52:52,2022,202210,2022Q4,2022W40,6,2022-10-09 09:20:12,2022-10-08 23:59:59,1,0,2022-10-08 23:59:59,18.99,21049,IT,TRADATE,VA,LOMBARDIA
006,Shipped,StandardOrder,0,0,2022-08-03 10:11:52,2022,202208,2022Q3,2022W31,3,2022-08-03 13:12:40,2022-08-03 23:59:59,1,0,2022-08-03 23:59:59,20.99,01039,IT,VIGNANELLO,VT,LAZIO
064,Canceled,StandardOrder,0,0,2022-08-17 19:52:15,2022,202208,2022Q3,2022W33,3,2022-08-17 19:57:15,2022-08-18 23:59:59,0,0,2022-08-18 23:59:59,0.0,NA,NA,NA,NaN,NAN
346,Canceled,StandardOrder,0,0,2022-10-05 21:00:05,2022,202210,2022Q4,2022W40,3,2022-10-05 22:02:49,2022-10-06 23:59:59,0,0,2022-10-06 23:59:59,0.0,NA,NA,NA,NaN,NAN
442,Shipped,StandardOrder,0,0,2022-10-10 13:24:32,2022,202210,2022Q4,2022W41,1,2022-10-11 02:55:34,2022-10-10 23:59:59,1,0,2022-10-10 23:59:59,19.99,25080,IT,POLPENAZZE DEL GARDA,BS,LOMBARDIA
449,Shipped,StandardOrder,0,0,2022-10-11 13:53:05,2022,202210,2022Q4,2022W41,2,2022-10-11 16:27:48,2022-10-12 23:59:59,1,0,2022-10-12 23:59:59,19.99,47521,IT,CESENA,NaN,NAN
055,Shipped,StandardOrder,0,0,2022-08-15 21:00:09,2022,202208,2022Q3,2022W33,1,2022-08-16 17:30:00,2022-08-16 23:59:59,1,0,2022-08-16 23:59:59,39.99,20081,IT,ABBIATEGRASSO,MI,LOMBARDIA
074,Canceled,StandardOrder,0,0,2022-08-19 11:59:30,2022,202208,2022Q3,2022W33,5,2022-08-19 12:55:55,2022-08-22 23:59:59,0,0,2022-08-22 23:59:59,0.0,NA,NA,NA,NaN,NAN
077,Shipped,StandardOrder,0,0,2022-08-19 16:37:39,2022,202208,2022Q3,2022W33,5,2022-08-19 19:33:58,2022-08-19 23:59:59,1,0,2022-08-19 23:59:59,18.99,04011,IT,APRILIA,LT,LAZIO
197,Shipped,StandardOrder,0,0,2022-09-18 21:38:59,2022,202209,2022Q3,2022W37,7,2022-09-19 03:22:06,2022-09-19 23:59:59,1,0,2022-09-19 23:59:59,34.99,95045,IT,MISTERBIANCO,CT,SICILIA
048,Shipped,StandardOrder,0,0,2022-08-12 12:48:31,2022,202208,2022Q3,2022W32,5,2022-08-13 01:31:11,2022-08-12 23:59:59,1,0,2022-08-12 23:59:59,19.99,10025,IT,PINO TORINESE,TO,PIEMONTE
